Open,High,Low,Close,Volume
23593.5,23599.5,23580.5,23599.5,459871041
23599.5,23604.5,23593,23593.5,475899172
23593.5,23603.5,23584,23584,463393882
23584,23584,23584,23584,457370739
23584,23584,23558.5,23567.5,459874149
23569,23600,23569,23600,432926742
23600,23612,23589,23589,445277940
23589,23603.5,23589,23591,527984885
23591,23591,23581.5,23581.5,527088712
23581.5,23581.5,23562.5,23569,622996068
23569,23569,23569,23569,464419377
23569,23579.5,23562.5,23562.5,527829854
23562.5,23562.5,23556.5,23556.5,541012219
23556.5,23556.5,23533.5,23533.5,478850087
23533.5,23552,23533.5,23534.5,536538144
23534.5,23538,23534.5,23538,559978287
23538,23538,23511.5,23517,518968093
23517,23517,23492,23510.5,511478316
23506.5,23506.5,23492.5,23497,435152946
23497,23515.5,23490.5,23508.5,426124057
23510,23534,23510,23534,450283149
23534,23540,23534,23540,636959644
23540,23542,23522.5,23522.5,498689115
23522.5,23522.5,23514.5,23522.5,414687122
23522.5,23523.5,23505.5,23505.5,416858517
23505.5,23514,23497.5,23514,482888564
23514,23514,23502.5,23507,482574288
23507,23520,23507,23520,509247014
23520,23524.5,23520,23524.5,430460443
23524.5,23525,23524.5,23525,554247887
23525,23525,23468.5,23477.5,465984659
23477.5,23505,23464,23505,380936626
23505,23510.5,23505,23510.5,444486965
23518.5,23518.5,23489,23489,484486429
23489,23499.5,23475,23499.5,452486393
23499.5,23542.5,23499.5,23542.5,419905765
23542.5,23562,23542.5,23562,535696097
23562,23570,23559,23559,533127462
23559,23559,23546.5,23546.5,471486143
23546.5,23546.5,23546.5,23546.5,528787673
23546.5,23568.5,23546.5,23568.5,488458622
23565.5,23565.5,23560,23564.5,553961965
23564.5,23564.5,23540.5,23540.5,696055063
23540.5,23540.5,23525.5,23536,446703966
23536,23546.5,23536,23538,489844332
23538,23554,23531.5,23554,422848226
23554,23564,23553.5,23553.5,433675576
23553.5,23553.5,23535.5,23535.5,434059082
23535.5,23567,23535.5,23567,369325782
23567,23570,23567,23570,560969874
23570,23571.5,23570,23570,571100946
23570,23570,23540.5,23540.5,470134753
23540.5,23540.5,23509,23509,442762414
23509,23509,23487.5,23487.5,466267036
23487.5,23492,23470,23492,550339247
23492,23503,23492,23493.5,489614506
23493.5,23512,23493.5,23512,542129388
23505.5,23505.5,23491,23491,490925242
23491,23491,23488,23488,797100843
23488,23488,23462,23462,717127381
23462,23473,23453,23465.5,670729865
23465.5,23488,23457,23488,593898726
23488,23488,23478.5,23487,475708097
23487,23493,23481,23493,462700559
23493,23532,23493,23531.5,425540724
23531.5,23572.5,23531.5,23572.5,454846195
23572.5,23605.5,23572.5,23585,505686899
23585,23585,23571.5,23571.5,543934197
23571.5,23600.5,23571.5,23577.5,415161757
23577.5,23593.5,23573.5,23593.5,523125343
23593.5,23593.5,23546.5,23577,464491091
23577,23577,23568.5,23573,360692239
23573,23579.5,23573,23579.5,403817069
23579.5,23579.5,23568.5,23568.5,464663275
23568.5,23568.5,23542.5,23557,425854228
23557,23575,23551,23559,476142722
23559,23579.5,23559,23568.5,416980791
23568.5,23571,23536,23536,405181412
23536,23556.5,23536,23547,503202636
23547,23572,23547,23572,463633049
23572,23640,23572,23632,495848978
23632,23662.5,23632,23650.5,442076054
23650.5,23672,23650.5,23661,399100249
23661,23662,23650.5,23655,387546029
23655,23655,23645.5,23645.5,411487085
23645.5,23645.5,23630.5,23640,466012950
23640,23655,23632.5,23655,434924716
23655,23655,23625,23625,516046373
23625,23633.5,23602,23602,425304908
23595,23610,23595,23599,443899272
23599,23599,23594.5,23594.5,428131250
23594.5,23594.5,23577.5,23590,427530318
23590,23590.5,23582.5,23582.5,435852837
23582.5,23590.5,23582.5,23583,406915697
23583,23588.5,23582,23588.5,421437307
23588.5,23624,23588.5,23624,473343809
23624.5,23655,23624.5,23655,614300244
23655,23664,23641.5,23663.5,549173234
23663.5,23710,23663.5,23708.5,578019730
23708.5,23712,23692,23697.5,533431824
23697.5,23735,23697.5,23735,421848889
23735,23735,23697.5,23721.5,384205289
23721.5,23721.5,23695.5,23695.5,425899434
23695.5,23708.5,23695.5,23708.5,481863189
23708.5,23708.5,23684.5,23694,414763147
23694,23699.5,23681.5,23699.5,474946051
23699.5,23735,23699.5,23735,434904015
23735,23735,23720.5,23720.5,429025799
23720.5,23720.5,23668.5,23668.5,434017887
23668.5,23683,23668,23683,445261197
23694,23704,23677,23687,400089550
23687,23692,23684,23690,416470816
23690,23690,23683,23683,485882255
23683,23710,23678.5,23678.5,534785692
23678.5,23684,23668.5,23668.5,387898075
23668.5,23675.5,23647,23647,437332287
23647,23657.5,23622.5,23649,481572048
23649,23649.5,23631,23647,395761019
23647,23647,23626.5,23647,420815737
23647,23657,23640.5,23640.5,468758538
23640.5,23640.5,23620.5,23621,460322917
23621,23638.5,23619,23638.5,441540067
23638.5,23638.5,23616,23616,452706394
23627,23650,23627,23647,476828250
23647,23647,23632.5,23632.5,405488497
23632.5,23632.5,23615,23615,491760574
23615,23615,23580.5,23580.5,408483013
23580.5,23586,23562.5,23580.5,424812088
23578,23578,23541,23541,382327510
23536.5,23548.5,23477,23492.5,318978781
23501.5,23518.5,23501.5,23516.5,429605842
23516.5,23533,23515,23515,461442494
23515,23529,23504.5,23529,460243510
23529,23536,23503,23520,481739394
23520,23520,23493.5,23493.5,383924390
23490.5,23490.5,23470.5,23489.5,342789933
23489.5,23489.5,23411.5,23428,346197160
23435,23470,23422,23470,303355075
23470,23493,23460.5,23460.5,381371612
23451.5,23483,23451.5,23471.5,374793929
23471.5,23471.5,23453.5,23471.5,478367893
23471.5,23479.5,23455,23455,691901274
23455,23467,23453.5,23453.5,938826280
23453.5,23453.5,23367,23367,777554197
23376,23432.5,23372.5,23421.5,296900646
23421.5,23460,23419,23454.5,449169389
23454.5,23478.5,23450,23478.5,430749243
23478,23478,23440.5,23440.5,418834050
23440.5,23449.5,23417.5,23417.5,434729187
23417.5,23417.5,23378.5,23378.5,447494154
23375.5,23375.5,23216,23291.5,281352985
23291.5,23296.5,23159,23159,308608664
23165.5,23170,23085,23165,289762605
23165,23165,22904,22910,183877978
22904,22926,22812,22868,338921957
22868,22978,22868,22970,239645401
22970,23110,22970,23110,299773697
23110,23115,23042.5,23086.5,252587885
23086.5,23095.5,23043.5,23087,318328122
23084,23120,23068,23114.5,291334952
23114.5,23145,23087,23087,320978130
23087,23087,22990.5,23024.5,279881025
23024.5,23024.5,22992.5,23000.5,262948327
23000.5,23000.5,22882.5,22891,232709814
22892.5,22945.5,22839.5,22897,188383481
22897,22938.5,22854.5,22933.5,278736983
22933.5,23036,22933.5,23035.5,294218290
23035.5,23035.5,22951.5,22951.5,270350916
22951.5,22986.5,22918,22986.5,291134222
22986.5,23008,22969,23002.5,284872974
23002.5,23136.5,22985.5,23113,233034167
23123.5,23124.5,23060.5,23060.5,228252370
23060.5,23107.5,23051.5,23100.5,221092493
23098.5,23136.5,23057.5,23119.5,226848816
23119.5,23134.5,23081,23134,252090398
23129,23149,23117.5,23132,206699091
23132,23132,23080.5,23093.5,241117040
23104.5,23104.5,23075,23078,221249802
23064,23081,23016.5,23081,216679778
23081,23099.5,23066,23092.5,239490626
23092.5,23105,23092.5,23092.5,301966332
23092.5,23121,23087,23087,320091401
23082,23082,23010,23012,276085072
23014.5,23080,23014.5,23057.5,243606323
23064,23094,23060,23060,280169643
23072.5,23088,23060.5,23087,281503241
23087,23087,23007,23013,253661868
23013,23028,22973.5,22997,265492496
22997,23025,22997,23025,270569509
23025,23080,23025,23038,264894936
23038,23058,23033.5,23058,305063421
23058,23072,23017.5,23017.5,309834493
23017.5,23036.5,22990.5,23031.5,256658865
23025.5,23059.5,23025.5,23049.5,323605121
23049.5,23093,23042.5,23078,310290706
23078,23094,23070.5,23090.5,300585066
23090.5,23120,23084,23120,304938117
23120,23120,23108,23108.5,327796855
23108.5,23124,23097.5,23103.5,436558742
23103.5,23105.5,23060.5,23060.5,378059252
23060.5,23114.5,23050.5,23056,300000751
23056,23056,23000.5,23028,274655242
23020,23064,23020,23040.5,284865013
23040.5,23050,23002.5,23002.5,294934686
23002.5,23037,23002.5,23010.5,343305333
23004,23010,23000,23000,342867087
23010,23010,22970.5,22993.5,286309181
22995,22997,22955.5,22997,297742303
22997,23003,22971.5,23001,322066181
23001,23030,22982,22986,342214648
22991,23045,22991,23042,310116097
23026,23050.5,22960.5,22960.5,406496822
22960.5,23015,22960.5,22984.5,363033807
22994.5,23005.5,22987,23005.5,358410169
23005.5,23005.5,22980.5,22991.5,308562983
22991.5,23059,22991.5,23050,327726574
23050,23110.5,23050,23110.5,297331642
23110.5,23111,23088.5,23104.5,323748298
23104.5,23150,23104.5,23150,322962392
23150,23173.5,23139,23170.5,298735476
23170.5,23227.5,23170.5,23227.5,467400301
23227.5,23340,23227.5,23289.5,306029140
23289.5,23302.5,23261.5,23287.5,233581766
23280.5,23287.5,23276.5,23276.5,302188776
23276,23305,23263,23305,321096428
23305,23305,23273,23273,256842035
23273,23280,23265.5,23277,338960885
23278.5,23291.5,23271.5,23291.5,352379145
23291.5,23291.5,23277,23291.5,287799687
23291.5,23399.5,23291.5,23399.5,299741615
23417,23430,23377,23423.5,277959954
23415.5,23424,23390,23415.5,265857398
23415.5,23415.5,23387.5,23393,278445151
23393,23396.5,23374,23374,304045656
23374,23497.5,23374,23497.5,258340844
23493.5,23663.5,23472.5,23650,225899302
23656.5,23760.5,23583,23610,154065056
23610,23641.5,23589.5,23599,174062722
23599,23608,23581,23585,555220679
23585,23720,23585,23699,451682694
23688.5,23727,23654,23700.5,214764458
23700,23700,23650.5,23661.5,283721028
23661.5,23661.5,23659,23659,306152313
23659,23779.5,23643.5,23768.5,656193952
23768.5,23921.5,23768.5,23817.5,145281091
23817.5,23821,23750.5,23802,246841646
23802,23802,23737.5,23743,232101406
23749,23760,23712.5,23713,202271892
23713,23746,23707,23726.5,238074809
23708,23740,23703,23737.5,292579605
23728.5,23747.5,23720,23725.5,255471181
23725.5,23773,23721,23751.5,322667652
23742,23759,23735.5,23759,300015388
23759,23759,23742.5,23742.5,339332379
23742.5,23796,23742.5,23791.5,452456042
23791.5,23828,23786,23828,318522101
23828,23870,23817.5,23841.5,267676732
23834.5,23893,23827,23828,248284475
23831.5,23838,23807.5,23829,299301838
23829,23829,23800.5,23802,328338765
23802,23807.5,23761.5,23770.5,353637113
23776,23791.5,23759,23780,305910720
23780,23794,23749,23781.5,376636915
23781.5,23787.5,23760,23760,292502653
23760,23772,23760,23760.5,294840779
23760.5,23770,23760,23770,329911948
23770,23806.5,23760.5,23806.5,367304126
23810,23844,23808.5,23808.5,297457384
23808.5,23816.5,23800.5,23814.5,316779940
23814.5,23814.5,23787,23787,411337480
23787,23830,23787,23830,264995149
23830,23850,23806,23837,329177373
23837,23851,23834,23851,480213158
23851,23944.5,23851,23944.5,331268301
23949,23989,23935,23941.5,287902161
23941.5,24037.5,23936.5,24037.5,274900626
24042.5,24124.5,24011,24124.5,167158313
24124.5,24162,24040.5,24109.5,147244819
24127.5,24134,24030.5,24030.5,232772313
24035,24051.5,23946.5,23946.5,276899021
23926.5,23945,23857,23937.5,234810220
23937.5,23937.5,23787,23805,226001492
23805,23887.5,23800.5,23870.5,204438871
23870.5,23922,23870.5,23902.5,253764350
23902.5,23902.5,23880.5,23881,315600705
23881,23920.5,23880.5,23910.5,388652420
23910.5,23910.5,23829.5,23829.5,413639026
23842,23842,23801.5,23811,329517747
23807.5,23817,23763.5,23763.5,369211179
23761,23798.5,23760.5,23798.5,372621382
23798.5,23800,23773,23800,366006876
23800,23834,23800,23818.5,357226255
23810.5,23816,23770,23816,276809724
23816,23824.5,23813,23824.5,575058451
23816.5,23816.5,23760.5,23767.5,396140291
23767.5,23781.5,23751.5,23766.5,394924511
23766.5,23858.5,23766.5,23844.5,305317292
23844.5,23847,23808,23814.5,322434122
23814.5,23823.5,23780.5,23823.5,351480056
23823.5,23823.5,23802,23802,342542890
23802,23829.5,23802,23824,376538460
23824,23860,23824,23860,324791297
23860,23860,23768.5,23768.5,312479695
23760.5,23773,23710.5,23720.5,274106874
23720.5,23739,23711,23722,270852517
23722,23722,23542,23604.5,207667298
23604.5,23604.5,23515,23550.5,205464366
23550.5,23583,23545.5,23583,264617395
23575.5,23600,23562,23574.5,231087531
23579.5,23619,23578.5,23578.5,236907535
23578.5,23584,23556,23567.5,293290139
23565.5,23565.5,23454.5,23470.5,203768704
23462,23558.5,23462,23541.5,187255943
23540.5,23585,23540.5,23585,236303853
23590.5,23607,23574.5,23586.5,239345058
23586.5,23591,23575,23591,257241633
23591,23597,23587.5,23596.5,224059178
23596.5,23672,23596.5,23634.5,274519305
23634.5,23660,23618,23634,234976002
23634,23639,23594,23594,277015596
23588.5,23588.5,23520.5,23559,333503355
23559,23559,23542.5,23559,476928505
23559,23574.5,23553.5,23553.5,458280605
23549.5,23560.5,23547.5,23550.5,283162521
23550.5,23593.5,23550.5,23593.5,326213390
23593.5,23638.5,23593.5,23638.5,359947014
23638.5,23663,23632.5,23649.5,304922621
23653.5,23664.5,23653.5,23653.5,291568511
23653.5,23674.5,23653.5,23674.5,455110976
23679,23718.5,23674.5,23718.5,329114387
23718.5,23800,23718.5,23792.5,291300615
23792.5,23818.5,23782,23815.5,295880866
23815.5,23815.5,23786,23786,261854210
23786,23813,23772,23810,315497874
23807,23807,23768.5,23768.5,250415471
23768.5,23768.5,23755,23761.5,252543465
23761.5,23762,23754.5,23759.5,296540475
23761.5,23772,23759.5,23759.5,288819808
23753,23753,23733.5,23740,324839583
23740,23740,23733.5,23733.5,305404195
23733.5,23733.5,23729.5,23729.5,430141091
23729.5,23729.5,23644,23660.5,362290188
23660.5,23660.5,23606.5,23626,240253392
23626,23650.5,23626,23650.5,307132757
23650.5,23687,23650.5,23687,396685720
23687,23687,23671.5,23671.5,396603314
23684,23687,23671.5,23682.5,338244012
23685,23700,23679.5,23700,334003520
23703,23720,23703,23720,333479968
23720,23729.5,23709,23726,399689239
23726,23726,23662.5,23662.5,344089300
23662.5,23669.5,23644.5,23652.5,340166100
23652.5,23671.5,23652.5,23671.5,333846656
23671.5,23697,23671.5,23697,338499741
23697,23719.5,23697,23719.5,375547728
23719.5,23730,23715.5,23716.5,422929418
23716.5,23726,23705.5,23705.5,419483790
23705.5,23705.5,23672.5,23700,339419360
23708,23708,23644,23660,311425345
23669.5,23693.5,23669.5,23693.5,295331541
23693.5,23723,23690,23712.5,305096348
23712.5,23712.5,23677.5,23677.5,348876717
23677.5,23772,23677.5,23772,344451085
23772,23806.5,23772,23806.5,359278453
23806.5,23808,23782.5,23808,373414091
23808,23808,23792,23800,403848435
23800,23801,23786,23790.5,376908436
23790.5,23790.5,23789.5,23789.5,537849426
23789.5,23789.5,23759,23767,573150201
23767,23780,23766,23780,595962397
23780,23780,23741.5,23741.5,502820185
23741.5,23741.5,23728,23728,436658455
23728,23728,23688,23698.5,358889608
23698.5,23698.5,23674,23674,439138218
23674,23678,23669,23673,361713108
23673,23710.5,23673,23710,396574941
23710,23710,23697.5,23708,338504829
23708,23708,23692,23692,451641242
23692,23711,23692,23711,442169878
23711,23771.5,23711,23771.5,404752955
23773.5,23781,23762,23774.5,362271210
23774.5,23781.5,23770.5,23770.5,400717332
23770.5,23770.5,23738.5,23738.5,591158897
23738.5,23738.5,23697.5,23697.5,625544171
23697.5,23746,23697.5,23746,300090693
23746,23746,23730.5,23730.5,465721753
23730.5,23730.5,23712,23712,381954988
23712,23742,23712,23742,436392761
23742,23742,23703.5,23703.5,418569847
23703.5,23703.5,23669.5,23682,430647334
23682,23682,23662.5,23677.5,464604670
23677.5,23677.5,23637.5,23652,416882833
23652,23659.5,23649.5,23655.5,342721550
23655.5,23660.5,23655.5,23660.5,547526098
23660.5,23678.5,23660.5,23678.5,534833170
23680,23712.5,23680,23712.5,389381878
23712.5,23712.5,23694.5,23694.5,462482504
23694.5,23712.5,23694.5,23712.5,500893174
23712.5,23736.5,23712.5,23724.5,436309013
23724.5,23728,23724.5,23727.5,469489516
23727.5,23727.5,23692,23692,376589032
23692,23692,23670.5,23679,359392027
23684,23694.5,23673.5,23694.5,364582623
23694.5,23725,23694.5,23725,368288510
23725,23731,23720.5,23720.5,356465395
23720.5,23730.5,23714,23720.5,361871459
23720.5,23729.5,23687,23690,371398206
23690,23729.5,23690,23729.5,318147178
23729.5,23729.5,23720.5,23725.5,452979054
23729.5,23729.5,23705.5,23713,393393670
23713,23872,23713,23857.5,373667166
23857.5,23900,23853.5,23894.5,210189016
23894.5,23897.5,23852.5,23852.5,235764241
23852.5,23852.5,23742.5,23742.5,326330246
23742.5,23742.5,23612.5,23624.5,183687578
23624.5,23680,23587,23616.5,196595838
23616.5,23616.5,23537.5,23567.5,149166356
23579,23603.5,23522.5,23522.5,175953073
23520.5,23550,23460.5,23505,127245484
23505,23541,23493,23517,153319010
23517,23566.5,23511.5,23527,171752197
23521.5,23529,23460.5,23481.5,168297999
23481.5,23485.5,23388.5,23424,165849461
23424,23424,23360.5,23407,137704706
23417.5,23482.5,23417.5,23479.5,172098727
23484,23532,23468,23532,204230870
23532,23540,23399.5,23399.5,186861166
23399.5,23519,23397,23449.5,196185054
23468,23501.5,23449.5,23482,271048763
23482,23536,23472,23536,216551668
23536,23566.5,23501.5,23555,229136276
23555,23600,23555,23591.5,269150549
23588,23588,23540.5,23540.5,255001875
23540.5,23540.5,23530.5,23538,381234337
23538,23571,23535.5,23556,261935720
23556,23595,23555.5,23555.5,282388588
23555.5,23555.5,23533.5,23533.5,268258991
23533.5,23533.5,23504,23510,274669213
23510,23539,23505.5,23522,217370987
23522,23549,23521.5,23521.5,312321113
23521.5,23589.5,23520.5,23589.5,220350003
23589.5,23640,23589.5,23637.5,242474932
23625,23637,23586.5,23599,281601363
23599,23599,23573.5,23573.5,292559198
23573.5,23586.5,23573.5,23586.5,315532318
23586.5,23586.5,23560.5,23560.5,334770426
23560.5,23584.5,23560.5,23584.5,301415616
23584.5,23606.5,23584.5,23606.5,426418449
23606.5,23606.5,23563,23563,355371013
23563,23602,23563,23591.5,346391647
23591,23591,23547.5,23547.5,317083731
23547.5,23565,23545.5,23563.5,305486811
23563.5,23584,23563.5,23577,259672306
23577,23584,23576,23584,286013265
23598.5,23606.5,23594,23606.5,313075801
23606.5,23632.5,23580.5,23580.5,329663542
23580.5,23580.5,23558,23558,346805493
23558,23585,23558,23585,273538331
23585,23585,23566.5,23566.5,327012288
23566.5,23567.5,23552,23567.5,305263088
23567.5,23567.5,23510,23510,371062049
23510,23510.5,23475.5,23510.5,294182182
23510.5,23547.5,23510.5,23547.5,347503004
23547.5,23547.5,23526,23537.5,380364894
23537.5,23537.5,23526,23526,402079026
23526,23526,23485.5,23485.5,380054006
23480.5,23507,23480.5,23507,352256416
23507,23507,23471.5,23484,526973744
23486.5,23500.5,23461.5,23463.5,294908787
23463.5,23484.5,23449,23471.5,319657624
23471.5,23499.5,23471.5,23499.5,286504521
23499.5,23538,23499.5,23527,343033064
23527,23527,23515.5,23516,352084891
23516,23533.5,23516,23521,308282605
23521,23535,23517.5,23535,390213189
23535,23535,23516.5,23516.5,335508942
23516.5,23516.5,23496,23496,397376957
23496,23496,23448,23448,351330947
23448,23448,23393,23428,294404651
23428,23444.5,23385,23440,234432162
23440,23440,23407,23416.5,281723037
23416.5,23430.5,23412,23423,280532720
23423,23430,23423,23430,369636739
23430,23492,23430,23492,355053355
23488,23498,23487,23490,314069724
23490,23490,23453,23470.5,270809517
23470.5,23493.5,23470.5,23484,288998140
23484,23484,23428.5,23428.5,342437663
23428.5,23428.5,23354,23380.5,285552270
23380.5,23434.5,23380.5,23434.5,257671007
23434.5,23493,23434.5,23493,267576463
23493,23505,23482.5,23505,285732934
23507.5,23562,23507.5,23540.5,314145671
23540.5,23584,23540.5,23577,295658375
23574.5,23584.5,23567,23575,182335842
23575,23575,23557,23557,196097211
23557,23573,23551.5,23573,235072313
23573,23613,23573,23586.5,218247728
23586.5,23586.5,23570,23570,208931829
23570,23570,23548.5,23560,244564482
23560,23560,23553,23560,325272873
23560,23564,23548.5,23559.5,245782999
23559.5,23559.5,23542,23543.5,249434687
23543.5,23557,23543.5,23552,253367339
23560,23590.5,23560,23569,279593966
23569,23569,23551.5,23551.5,210308399
23551.5,23557,23542,23557,270766373
23557,23557,23520.5,23520.5,278416359
23520.5,23549.5,23516,23549.5,299490364
23549.5,23549.5,23537,23537,316437872
23537,23555.5,23537,23555.5,261602889
23555.5,23604.5,23555.5,23604.5,243591039
23604.5,23612.5,23596,23596,200882160
23596,23596,23586.5,23586.5,241902078
23586.5,23586.5,23580.5,23586.5,285468823
23590,23595,23575.5,23580,270309116
23580,23596,23580,23596,319066925
23604,23639,23604,23639,254849134
23640,23640,23605.5,23605.5,219794786
23599,23627.5,23599,23627.5,229613529
23633,23633,23601.5,23621.5,220232665
23621.5,23636,23621.5,23632,255338730
23632,23635,23599,23635,208945992
23635,23636,23632.5,23632.5,256390373
23632.5,23634,23620.5,23634,232395137
23634,23634,23612,23612,335090682
23609,23646,23601.5,23621.5,213905832
23621.5,23621.5,23611.5,23611.5,244836701
23611.5,23611.5,23596.5,23602,269166950
23602,23619.5,23598,23619.5,285304264
23619.5,23627,23618,23622,334827767
23622,23622,23615.5,23615.5,313132610
23615.5,23627.5,23615.5,23627.5,354006559
23627.5,23638,23627,23632.5,238917680
23632.5,23632.5,23594.5,23602,393246819
23602,23608,23584.5,23608,311752166
23608,23659.5,23608,23659.5,274153989
23659.5,23667,23658.5,23659,270800277
23659,23678.5,23643.5,23643.5,282269978
23643.5,23643.5,23623,23623,384037603
23623,23630,23608.5,23630,358144584
23636,23636,23613,23621,259982554
23621,23621,23616,23616,325855635
23616,23616,23569,23574.5,329409064
23574.5,23588,23574.5,23588,233983508
23590,23614,23590,23590.5,305578766
23590.5,23616,23590.5,23610,281982080
23616,23631.5,23610.5,23631.5,273476884
23631.5,23643.5,23617,23632.5,321843995
23632.5,23632.5,23625,23625,346582587
23625,23625,23597,23597,436950801
23597,23644.5,23597,23634.5,257189851
23634.5,23634.5,23634.5,23634.5,324255093
23634.5,23634.5,23634.5,23634.5,373028224
23634.5,23634.5,23607,23620,274869247
23620,23620,23607.5,23620,319178202
23620,23630,23620,23624,421133098
23624,23629.5,23624,23624,452111194
23626.5,23629,23626.5,23629,335519508
23629,23629,23606.5,23609.5,294556453
23609.5,23624,23604.5,23624,297977796
23624,23627,23617,23617,349228088
23617,23617,23610.5,23610.5,263380051
23610.5,23626.5,23610.5,23619,391752370
23619,23636,23616.5,23634.5,390730256
23634,23634,23610,23610,221111665
23600.5,23616.5,23600.5,23616.5,280697385
23616.5,23616.5,23589,23589,320472168
23589,23589,23577.5,23586,315142120
23586,23586,23561,23561,293618577
23561,23575,23561,23575,352082812
23575,23591.5,23575,23583.5,403562982
23583.5,23586,23561,23586,296385183
23586,23586,23566.5,23584.5,263580036
23584.5,23593,23580,23581.5,316247714
23581.5,23619,23581.5,23619,409492360
23619,23636,23619,23636,300671586
23636,23673,23636,23673,345433308
23673,23683.5,23651.5,23671.5,243300442
23658.5,23671.5,23658.5,23662.5,271416052
23662.5,23662.5,23643,23643,290701325
23643,23647.5,23622,23647.5,297593597
23647.5,23647.5,23625,23625,261378233
23625,23637.5,23624.5,23624.5,323402422
23624.5,23624.5,23616,23616,382913792
23616,23616,23595,23595,297533863
23595,23612.5,23595,23612.5,232888551
23612.5,23612.5,23587.5,23587.5,282605686
23587.5,23587.5,23568,23573.5,337609265
23573.5,23586.5,23573.5,23586.5,292548099
23586.5,23586.5,23574,23576,298888431
23576,23576,23576,23576,269550840
23576,23576,23576,23576,263247506
23576,23588,23576,23588,273685680
23588,23588,23576,23576,438798567
23573.5,23590,23570.5,23590,292336358
23590,23590,23590,23590,289286870
23590,23590,23563,23563,244753043
23563,23563,23532,23532,325803193
23532,23542,23521.5,23542,280931707
23542,23548.5,23542,23548.5,355803086
23548.5,23548.5,23548.5,23548.5,280686406
23548.5,23560.5,23548.5,23560.5,422452026
23560.5,23572.5,23560,23572.5,479376573
23572.5,23572.5,23551.5,23551.5,329883708
23551.5,23551.5,23545,23546.5,356415052
23546.5,23560,23546.5,23560,494281903
23560,23571,23551,23551,361075088
23551,23551,23523.5,23523.5,258278302
23523.5,23523.5,23520.5,23520.5,472894132
23520.5,23520.5,23498,23498,327557353
23498,23539.5,23498,23539.5,416393498
23539.5,23549.5,23539.5,23549.5,339290233
23549.5,23554,23549.5,23554,335309464
23554,23560,23554,23560,371678252
23560,23562,23553.5,23553.5,415366194
23553.5,23569,23552,23552,293581731
23552,23559,23550.5,23559,339428077
23559,23575.5,23559,23575.5,417464049
23575.5,23594.5,23575.5,23584.5,302348946
23584.5,23584.5,23580.5,23580.5,323447534
23580.5,23580.5,23580.5,23580.5,536617978
23580.5,23580.5,23560,23560,553139895
23560,23560,23546.5,23560,396638131
23560,23564.5,23560,23564.5,467952571
23564.5,23564.5,23546.5,23546.5,370598989
23546.5,23586.5,23546.5,23586.5,369415804
23586.5,23602.5,23586.5,23602.5,232731884
23602.5,23620,23602.5,23606,318056735
23606,23606,23571,23571,257435620
23571,23571,23551.5,23551.5,280951569
23551.5,23560,23546.5,23546.5,309918223
23546.5,23553.5,23543,23549.5,282349668
23549.5,23560,23549,23549,311520899
23549,23549,23549,23549,351051886
23549,23587,23549,23573.5,355891970
23573.5,23573.5,23543.5,23543.5,325965870
23543.5,23619,23543.5,23619,254499896
23619,23622.5,23606,23617.5,244814003
23617.5,23617.5,23602.5,23602.5,328466791
23602.5,23621,23601.5,23601.5,343682215
23601.5,23602,23593.5,23602,290080524
23602,23602,23576.5,23576.5,311801491
23576.5,23590,23560,23560,295786079
23560,23560,23560,23560,454562372
23560,23560,23521.5,23535.5,269875698
23535.5,23543.5,23535.5,23543.5,364410335
23546,23560,23546,23560,345777872
23560,23571.5,23560,23571.5,374180722
23571.5,23571.5,23548.5,23550.5,368108059
23550.5,23550.5,23550.5,23550.5,404200516
23550.5,23571.5,23550.5,23571.5,351175772
23571.5,23571.5,23550.5,23550.5,256053946
23550.5,23550.5,23538,23538,256872382
23538,23573,23538,23553,233111871
23559,23580,23550.5,23580,223753015
23580,23580,23574,23574,258817001
23574,23574,23545.5,23545.5,293518855
23545.5,23545.5,23524.5,23524.5,240212022
23524.5,23538,23523.5,23538,254399213
23538,23538,23522.5,23522.5,227363599
23511.5,23532.5,23495.5,23532.5,288921642
23532.5,23532.5,23510.5,23510.5,289605782
23510.5,23510.5,23503,23505,304147418
23510.5,23530,23510.5,23529.5,249596113
23529.5,23529.5,23510.5,23510.5,236592950
23510.5,23530,23510.5,23530,319976749
23530,23530,23530,23530,310440014
23530,23530,23510.5,23524,259087279
23524,23530,23524,23530,424637543
23530,23540,23530,23540,492329662
23540,23540,23509.5,23509.5,345354549
23503.5,23509.5,23499.5,23499.5,317587850
23491.5,23527,23471.5,23527,209665192
23527,23556.5,23527,23549,223107612
23549,23549,23549,23549,217562891
23549,23549,23496.5,23505,317439550
23508,23508,23496.5,23496.5,319358637
23496.5,23499.5,23478.5,23490,286883848
23490,23493.5,23474.5,23474.5,257355062
23474.5,23488.5,23474.5,23475,276320794
23475,23475,23420.5,23426.5,317305991
23438.5,23542,23438.5,23542,190082937
23542,23542,23483,23495,251698795
23499,23505,23473.5,23499.5,215499018
23486,23520.5,23486,23520.5,214749078
23520.5,23520.5,23505,23515.5,207244950
23515.5,23548,23515.5,23543.5,189677328
23543.5,23543.5,23543,23543,269893574
23543,23543,23510.5,23510.5,232863909
23510.5,23518.5,23500.5,23518.5,324988515
23518.5,23518.5,23484.5,23484.5,264082753
23484.5,23484.5,23440.5,23449.5,266335054
23449.5,23449.5,23423.5,23423.5,266677248
